"","story_name","document_id","word","word_n","paragraph_n","number_word","lp_GroNLP_gpt2.medium.dutch.embeddings","lp_GroNLP_gpt2.small.dutch","lp_yhavinga_gpt2.large.dutch","lp_yhavinga_gpt.neo.125M.dutch","zipf_freq","zero_freq","lp_BramVanroy_fietje.2","sd_lp","se_lp","wl","s_lp","s_wl","s_freq","s_lp1","s_lp2","s_lp3","s_wl1","s_wl2","s_wl3","s_freq1","s_freq2","s_freq3","word_rm_punct","pos","lp"
"4480","violetta",8,"Later",65,2,294,-3.69077396392822,-4.25389814376831,-5.9700174331665,-5.82923364639282,1.35550232686675,"True",-4.54550886154175,1.00061029959712,0.447486529777117,5,-0.0327673312120147,-0.0727349318620536,-1.5294331351631,0.0836176856257026,1.10740632575199,-0.435335699051617,-0.0727349318620536,-0.713707478066853,-0.0727349318620536,-1.5294331351631,0.921773766253515,0.0147108036444291,"later","ADJ",-4.85788640975952
"4481","violetta",8,"ontdekt",66,2,295,-6.48748445510864,-3.89095735549927,-3.02450442314148,-3.94094681739807,4.72304460038733,"False",-2.56413839675952,1.51777427606333,0.678769291155629,7,0.203020158926186,0.568237614342746,-0.0214948570799797,-0.0327673312120147,0.0836176856257026,1.10740632575199,-0.0727349318620536,-0.0727349318620536,-0.713707478066853,-1.5294331351631,-1.5294331351631,0.921773766253515,"ontdekt","VERB",-3.9816062895814
"4482","violetta",8,"Jade",67,2,296,-3.71270489692688,-6.94184398651123,-3.14829540252686,-5.1278018951416,1.35550232686675,"True",-1.62996292114258,2.01795326973384,0.902456137308569,4,0.167901332492845,-0.393221204964453,-1.5294331351631,0.203020158926186,-0.0327673312120147,0.0836176856257026,0.568237614342746,-0.0727349318620536,-0.0727349318620536,-0.0214948570799797,-1.5294331351631,-1.5294331351631,"jade","NOUN",-4.11212182044983
"4483","violetta",8,"dat",68,2,297,-3.29417586326599,-0.0677274391055107,-0.434922426939011,-0.252632200717926,7.34022086769443,"False",-0.604038178920746,1.33632135775971,0.597621079147104,3,1.02395139266596,-0.713707478066853,1.15044002997258,0.167901332492845,0.203020158926186,-0.0327673312120147,-0.393221204964453,0.568237614342746,-0.0727349318620536,-1.5294331351631,-0.0214948570799797,-1.5294331351631,"dat","SCONJ",-0.930699221789837
"4484","violetta",8,"Violetta",69,2,298,-2.28435956750764,-1.98890527480398,-3.00937337090727,-3.62632469087839,1.35550232686675,"True",-0.903836812150985,1.03550413214616,0.463091526092146,8,0.63866951993347,0.888723887445146,-1.5294331351631,1.02395139266596,0.167901332492845,0.203020158926186,-0.713707478066853,-0.393221204964453,0.568237614342746,1.15044002997258,-1.5294331351631,-0.0214948570799797,"violetta","VERB",-2.36255994324965
"4485","violetta",8,"stiekem",70,2,299,-7.00040817260742,-6.51787090301514,-6.44108104705811,-7.21297645568848,4.06477228784258,"False",-6.94537245744141,0.330716910176787,0.147901098492798,7,-0.561681478592138,0.568237614342746,-0.31625998157262,0.63866951993347,1.02395139266596,0.167901332492845,0.888723887445146,-0.713707478066853,-0.393221204964453,-1.5294331351631,1.15044002997258,-1.5294331351631,"stiekem","NOUN",-6.82354180716211
"4486","violetta",8,"muziek",71,2,300,-7.80971908569336,-8.43130493164062,-7.46096897125244,-8.80086231231689,5.02760018480247,"False",-5.37186753796414,1.33771122624891,0.598242647231432,6,-0.763867248790208,0.247751341240346,0.114880869263447,-0.561681478592138,0.63866951993347,1.02395139266596,0.568237614342746,0.888723887445146,-0.713707478066853,-0.31625998157262,-1.5294331351631,1.15044002997258,"muziek","NOUN",-7.57494456777349
"4487","violetta",8,"studeert",72,2,301,-5.37577962875366,-1.42001497745514,-5.19963216781616,-4.38298225402832,3.76880209094801,"False",-1.89023985737367,1.86992363289502,0.836255271177326,8,0.291244435817216,0.888723887445146,-0.448791291596096,-0.763867248790208,-0.561681478592138,0.63866951993347,0.247751341240346,0.568237614342746,0.888723887445146,0.114880869263447,-0.31625998157262,-1.5294331351631,"studeert","VERB",-3.65372977708539
"4488","violetta",8,"aan",73,2,302,-3.30690336227417,-1.90336585044861,-1.48545336723328,-2.89198589324951,6.58044437112854,"False",-2.24943596869707,0.735685053305394,0.329008357844283,3,0.637359395093714,-0.713707478066853,0.810222753126989,0.291244435817216,-0.763867248790208,-0.561681478592138,0.888723887445146,0.247751341240346,0.568237614342746,-0.448791291596096,0.114880869263447,-0.31625998157262,"aan","ADP",-2.36742888838053
"4489","violetta",8,"Studio",74,2,303,-1.62765443325043,-6.70976543426514,-5.08298130938783,-6.12665488012135,1.35550232686675,"True",-0.726400852203369,2.70960593706242,1.21177261350172,6,0.183354586154778,0.247751341240346,-1.5294331351631,0.637359395093714,0.291244435817216,-0.763867248790208,-0.713707478066853,0.888723887445146,0.247751341240346,0.810222753126989,-0.448791291596096,0.114880869263447,"studio","NOUN",-4.05469138184562
