"","X","story_name","document_id","word","word_n","paragraph_n","lp","wl","s_lp","s_lp1","s_lp2","s_lp3","s_wl","s_wl1","s_wl2","s_wl3","number_word","word_rm_punct","pos","lp_quantile"
"2176",2176,"de zilveren schaatsen",4,"gauw",27,12,-6.42683982849121,4,-0.299487094744059,0.0186539750999148,0.310581281043712,0.19717571948643,-0.393408801846939,-0.713901874399868,-0.713901874399868,-0.713901874399868,382,"gauw","ADJ","med_lp"
"2177",2177,"de zilveren schaatsen",4,"roepen.'",28,12,-9.63753306865692,8,-1.06911055546085,-0.299487094744059,0.0186539750999148,0.310581281043712,0.888563488364776,-0.393408801846939,-0.713901874399868,-0.713901874399868,383,"roepen","VERB","low_lp"
"2178",2178,"de zilveren schaatsen",4,"Hierop",0,13,-8.5032262802124,6,-0.797210049639822,-1.06911055546085,-0.299487094744059,0.0186539750999148,0.247577343258918,0.888563488364776,-0.393408801846939,-0.713901874399868,384,"hierop","ADV","low_lp"
"2179",2179,"de zilveren schaatsen",4,"keek",1,13,-4.65622091293335,4,0.124941449333209,-0.797210049639822,-1.06911055546085,-0.299487094744059,-0.393408801846939,0.247577343258918,0.888563488364776,-0.393408801846939,385,"keek","VERB","med_lp"
"2180",2180,"de zilveren schaatsen",4,"hij",2,13,-1.73529624938965,3,0.825105550944335,0.124941449333209,-0.797210049639822,-1.06911055546085,-0.713901874399868,-0.393408801846939,0.247577343258918,0.888563488364776,386,"hij","PRON","high_lp"
"2181",2181,"de zilveren schaatsen",4,"rond",3,13,-6.39738273620605,4,-0.292426043559366,0.825105550944335,0.124941449333209,-0.797210049639822,-0.393408801846939,-0.713901874399868,-0.393408801846939,0.247577343258918,387,"rond","ADP","med_lp"
"2182",2182,"de zilveren schaatsen",4,"of",4,13,-7.40618848800659,2,-0.534243157751087,-0.292426043559366,0.825105550944335,0.124941449333209,-1.0343949469528,-0.393408801846939,-0.713901874399868,-0.393408801846939,388,"of","CCONJ","low_lp"
"2183",2183,"de zilveren schaatsen",4,"hij",5,13,-3.06167340278625,3,0.507164564791421,-0.534243157751087,-0.292426043559366,0.825105550944335,-0.713901874399868,-1.0343949469528,-0.393408801846939,-0.713901874399868,389,"hij","PRON","med_lp"
"2184",2184,"de zilveren schaatsen",4,"niets",6,13,-6.56608009338379,5,-0.332863866214204,0.507164564791421,-0.534243157751087,-0.292426043559366,-0.0729157292940105,-0.713901874399868,-1.0343949469528,-0.393408801846939,390,"niets","PRON","med_lp"
"2185",2185,"de zilveren schaatsen",4,"zag,",7,13,-6.22170227766037,4,-0.250314327374589,-0.332863866214204,0.507164564791421,-0.534243157751087,-0.393408801846939,-0.0729157292940105,-0.713901874399868,-1.0343949469528,391,"zag","VERB","med_lp"
"2186",2186,"de zilveren schaatsen",4,"waarmee",8,13,-7.48635244369507,7,-0.553458964552528,-0.250314327374589,-0.332863866214204,0.507164564791421,0.568070415811847,-0.393408801846939,-0.0729157292940105,-0.713901874399868,392,"waarmee","ADV","low_lp"
"2187",2187,"de zilveren schaatsen",4,"hij",9,13,-0.851461052894592,3,1.03696643323614,-0.553458964552528,-0.250314327374589,-0.332863866214204,-0.713901874399868,0.568070415811847,-0.393408801846939,-0.0729157292940105,393,"hij","PRON","high_lp"
"2188",2188,"de zilveren schaatsen",4,"zijn",10,13,-5.07818126678467,4,0.0237948857955553,1.03696643323614,-0.553458964552528,-0.250314327374589,-0.393408801846939,-0.713901874399868,0.568070415811847,-0.393408801846939,394,"zijn","AUX","med_lp"
"2189",2189,"de zilveren schaatsen",4,"zuster",11,13,-5.66046810150146,6,-0.115782948442335,0.0237948857955553,1.03696643323614,-0.553458964552528,0.247577343258918,-0.393408801846939,-0.713901874399868,0.568070415811847,395,"zuster","NOUN","med_lp"
"2190",2190,"de zilveren schaatsen",4,"kon",12,13,-4.9489860534668,3,0.0547637949201813,-0.115782948442335,0.0237948857955553,1.03696643323614,-0.713901874399868,0.247577343258918,-0.393408801846939,-0.713901874399868,396,"kon","AUX","med_lp"
"2191",2191,"de zilveren schaatsen",4,"helpen,",13,13,-6.47461068630219,7,-0.310938071265254,0.0547637949201813,-0.115782948442335,0.0237948857955553,0.568070415811847,-0.713901874399868,0.247577343258918,-0.393408801846939,397,"helpen","VERB","med_lp"
"2192",2192,"de zilveren schaatsen",4,"bedacht",14,13,-8.00948238372803,7,-0.678856517272935,-0.310938071265254,0.0547637949201813,-0.115782948442335,0.568070415811847,0.568070415811847,-0.713901874399868,0.247577343258918,398,"bedacht","VERB","low_lp"
"2193",2193,"de zilveren schaatsen",4,"zich",15,13,-4.20566320419312,4,0.232942979568277,-0.678856517272935,-0.310938071265254,0.0547637949201813,-0.393408801846939,0.568070415811847,0.568070415811847,-0.713901874399868,399,"zich","PRON","med_lp"
"2194",2194,"de zilveren schaatsen",4,"even,",16,13,-8.47315859794617,5,-0.790002636177839,0.232942979568277,-0.678856517272935,-0.310938071265254,-0.0729157292940105,-0.393408801846939,0.568070415811847,0.568070415811847,400,"even","ADV","low_lp"
"2195",2195,"de zilveren schaatsen",4,"nam",17,13,-5.47806262969971,3,-0.0720592040791092,-0.790002636177839,0.232942979568277,-0.678856517272935,-0.713901874399868,-0.0729157292940105,-0.393408801846939,0.568070415811847,401,"nam","VERB","med_lp"
"2196",2196,"de zilveren schaatsen",4,"zijn",18,13,-3.70815801620483,4,0.352198117279392,-0.0720592040791092,-0.790002636177839,0.232942979568277,-0.393408801846939,-0.713901874399868,-0.0729157292940105,-0.393408801846939,402,"zijn","AUX","med_lp"
"2197",2197,"de zilveren schaatsen",4,"pet",19,13,-4.54749488830566,3,0.151003764566919,0.352198117279392,-0.0720592040791092,-0.790002636177839,-0.713901874399868,-0.393408801846939,-0.713901874399868,-0.0729157292940105,403,"pet","NOUN","med_lp"
"2198",2198,"de zilveren schaatsen",4,"af,",20,13,-4.70847523212433,3,0.112415758784495,0.151003764566919,0.352198117279392,-0.0720592040791092,-0.713901874399868,-0.713901874399868,-0.393408801846939,-0.713901874399868,404,"af","ADP","med_lp"
"2199",2199,"de zilveren schaatsen",4,"haalde",21,13,-4.71283054351807,6,0.11137176311857,0.112415758784495,0.151003764566919,0.352198117279392,0.247577343258918,-0.713901874399868,-0.713901874399868,-0.393408801846939,405,"haalde","VERB","med_lp"
"2200",2200,"de zilveren schaatsen",4,"uit",22,13,-3.52125120162964,3,0.397000861953151,0.11137176311857,0.112415758784495,0.151003764566919,-0.713901874399868,0.247577343258918,-0.713901874399868,-0.713901874399868,406,"uit","ADP","med_lp"
"2201",2201,"de zilveren schaatsen",4,"de",23,13,-1.69845676422119,2,0.833936208358655,0.397000861953151,0.11137176311857,0.112415758784495,-1.0343949469528,-0.713901874399868,0.247577343258918,-0.713901874399868,407,"de","DET","high_lp"
"2202",2202,"de zilveren schaatsen",4,"gescheurde",24,13,-8.52138233184814,10,-0.801562169960145,0.833936208358655,0.397000861953151,0.11137176311857,1.52954963347063,-1.0343949469528,-0.713901874399868,0.247577343258918,408,"gescheurde","VERB","low_lp"
"2203",2203,"de zilveren schaatsen",4,"voering",25,13,-9.83174633979797,7,-1.11566470394904,-0.801562169960145,0.833936208358655,0.397000861953151,0.568070415811847,1.52954963347063,-1.0343949469528,-0.713901874399868,409,"voering","NOUN","low_lp"
"2204",2204,"de zilveren schaatsen",4,"een",26,13,-5.98905229568481,3,-0.194546656385725,-1.11566470394904,-0.801562169960145,0.833936208358655,-0.713901874399868,0.568070415811847,1.52954963347063,-1.0343949469528,410,"een","DET","med_lp"
"2205",2205,"de zilveren schaatsen",4,"dotje",27,13,-13.3460690975189,5,-1.95807007891205,-0.194546656385725,-1.11566470394904,-0.801562169960145,-0.0729157292940105,-0.713901874399868,0.568070415811847,1.52954963347063,411,"dotje","NOUN","low_lp"
"2206",2206,"de zilveren schaatsen",4,"watten,",28,13,-9.88102734088898,7,-1.12747767135832,-1.95807007891205,-0.194546656385725,-1.11566470394904,0.568070415811847,-0.0729157292940105,-0.713901874399868,0.568070415811847,412,"watten","NOUN","low_lp"
"2207",2207,"de zilveren schaatsen",4,"legde",29,13,-3.72240662574768,5,0.34878263552312,-1.12747767135832,-1.95807007891205,-0.194546656385725,-0.0729157292940105,0.568070415811847,-0.0729157292940105,-0.713901874399868,413,"legde","VERB","med_lp"
"2208",2208,"de zilveren schaatsen",4,"dat",30,13,-4.84107112884521,3,0.0806316843564121,0.34878263552312,-1.12747767135832,-1.95807007891205,-0.713901874399868,-0.0729157292940105,0.568070415811847,-0.0729157292940105,414,"dat","SCONJ","med_lp"
"2209",2209,"de zilveren schaatsen",4,"op",31,13,-1.75411009788513,2,0.820595752559565,0.0806316843564121,0.34878263552312,-1.12747767135832,-1.0343949469528,-0.713901874399868,-0.0729157292940105,0.568070415811847,415,"op","ADP","high_lp"
"2210",2210,"de zilveren schaatsen",4,"de",32,13,-1.63260746002197,2,0.849720702731895,0.820595752559565,0.0806316843564121,0.34878263552312,-1.0343949469528,-1.0343949469528,-0.713901874399868,-0.0729157292940105,416,"de","DET","high_lp"
"2211",2211,"de zilveren schaatsen",4,"plaats,",33,13,-7.24256086349487,7,-0.495020582056164,0.849720702731895,0.820595752559565,0.0806316843564121,0.568070415811847,-1.0343949469528,-1.0343949469528,-0.713901874399868,417,"plaats","NOUN","low_lp"
"2212",2212,"de zilveren schaatsen",4,"waar",34,13,-5.63735723495483,4,-0.110243127674262,-0.495020582056164,0.849720702731895,0.820595752559565,-0.393408801846939,0.568070415811847,-1.0343949469528,-1.0343949469528,418,"waar","ADV","med_lp"
"2213",2213,"de zilveren schaatsen",4,"hij",35,13,-1.45989382266998,3,0.891121253126726,-0.110243127674262,-0.495020582056164,0.849720702731895,-0.713901874399868,-0.393408801846939,0.568070415811847,-1.0343949469528,419,"hij","PRON","high_lp"
"2214",2214,"de zilveren schaatsen",4,"het",36,13,-4.01459693908691,3,0.27874277082136,0.891121253126726,-0.110243127674262,-0.495020582056164,-0.713901874399868,-0.713901874399868,-0.393408801846939,0.568070415811847,420,"het","DET","med_lp"
"2215",2215,"de zilveren schaatsen",4,"touw",37,13,-2.80124688148499,4,0.569590447799779,0.27874277082136,0.891121253126726,-0.110243127674262,-0.393408801846939,-0.713901874399868,-0.713901874399868,-0.393408801846939,421,"touw","NOUN","med_lp"
"2216",2216,"de zilveren schaatsen",4,"moest",38,13,-3.52007651329041,5,0.3972824421719,0.569590447799779,0.27874277082136,0.891121253126726,-0.0729157292940105,-0.393408801846939,-0.713901874399868,-0.713901874399868,422,"moest","AUX","med_lp"
"2217",2217,"de zilveren schaatsen",4,"binden,",39,13,-4.32756352424622,7,0.203722702461732,0.3972824421719,0.569590447799779,0.27874277082136,0.568070415811847,-0.0729157292940105,-0.393408801846939,-0.713901874399868,423,"binden","VERB","med_lp"
"2218",2218,"de zilveren schaatsen",4,"en",40,13,-0.92249321937561,2,1.01993957401912,0.203722702461732,0.3972824421719,0.569590447799779,-1.0343949469528,0.568070415811847,-0.0729157292940105,-0.393408801846939,424,"en","CCONJ","high_lp"
"2219",2219,"de zilveren schaatsen",4,"bond",41,13,-4.17586421966553,4,0.240085984484183,1.01993957401912,0.203722702461732,0.3972824421719,-0.393408801846939,-1.0343949469528,0.568070415811847,-0.0729157292940105,425,"bond","NOUN","med_lp"
"2220",2220,"de zilveren schaatsen",4,"toen",42,13,-7.14668941497803,4,-0.472039589955014,0.240085984484183,1.01993957401912,0.203722702461732,-0.393408801846939,-0.393408801846939,-1.0343949469528,0.568070415811847,426,"toen","SCONJ","low_lp"
"2221",2221,"de zilveren schaatsen",4,"de",43,13,-2.39931464195251,2,0.665936145760844,-0.472039589955014,0.240085984484183,1.01993957401912,-1.0343949469528,-0.393408801846939,-0.393408801846939,-1.0343949469528,427,"de","DET","med_lp"
"2222",2222,"de zilveren schaatsen",4,"schaats",44,13,-4.66463470458984,7,0.12292461029938,0.665936145760844,-0.472039589955014,0.240085984484183,0.568070415811847,-1.0343949469528,-0.393408801846939,-0.393408801846939,428,"schaats","NOUN","med_lp"
"2223",2223,"de zilveren schaatsen",4,"vast,",45,13,-8.96282076835632,5,-0.907377753008902,0.12292461029938,0.665936145760844,-0.472039589955014,-0.0729157292940105,0.568070415811847,-1.0343949469528,-0.393408801846939,429,"vast","ADJ","low_lp"
"2224",2224,"de zilveren schaatsen",4,"zo",46,13,-5.66279602050781,2,-0.116340965340219,-0.907377753008902,0.12292461029938,0.665936145760844,-1.0343949469528,-0.0729157292940105,0.568070415811847,-1.0343949469528,430,"zo","ADV","med_lp"
"2225",2225,"de zilveren schaatsen",4,"schielijk",47,13,-16.2369484901428,9,-2.65103213920256,-0.116340965340219,-0.907377753008902,0.12292461029938,1.2090565609177,-1.0343949469528,-0.0729157292940105,0.568070415811847,431,"schielijk","ADJ","low_lp"
"2226",2226,"de zilveren schaatsen",4,"als",48,13,-3.42874431610107,3,0.419175347042532,-2.65103213920256,-0.116340965340219,-0.907377753008902,-0.713901874399868,1.2090565609177,-1.0343949469528,-0.0729157292940105,432,"als","SCONJ","med_lp"
"2227",2227,"de zilveren schaatsen",4,"hij",49,13,-2.14075374603271,3,0.727914826574824,0.419175347042532,-2.65103213920256,-0.116340965340219,-0.713901874399868,-0.713901874399868,1.2090565609177,-1.0343949469528,433,"hij","PRON","high_lp"
"2228",2228,"de zilveren schaatsen",4,"het",50,13,-3.58229470252991,3,0.382368349002549,0.727914826574824,0.419175347042532,-2.65103213920256,-0.713901874399868,-0.713901874399868,-0.713901874399868,1.2090565609177,434,"het","DET","med_lp"
"2229",2229,"de zilveren schaatsen",4,"met",51,13,-6.67687606811523,3,-0.359422361569525,0.382368349002549,0.727914826574824,0.419175347042532,-0.713901874399868,-0.713901874399868,-0.713901874399868,-0.713901874399868,435,"met","ADP","med_lp"
"2230",2230,"de zilveren schaatsen",4,"zijn",52,13,-2.48481321334839,4,0.645441597860453,-0.359422361569525,0.382368349002549,0.727914826574824,-0.393408801846939,-0.713901874399868,-0.713901874399868,-0.713901874399868,436,"zijn","AUX","med_lp"
"2231",2231,"de zilveren schaatsen",4,"van",53,13,-8.36243343353271,3,-0.763461114503246,0.645441597860453,-0.359422361569525,0.382368349002549,-0.713901874399868,-0.393408801846939,-0.713901874399868,-0.713901874399868,437,"van","ADP","low_lp"
"2232",2232,"de zilveren schaatsen",4,"kou",54,13,-8.696702003479,3,-0.843587403241326,-0.763461114503246,0.645441597860453,-0.359422361569525,-0.713901874399868,-0.713901874399868,-0.393408801846939,-0.713901874399868,438,"kou","NOUN","low_lp"
"2233",2233,"de zilveren schaatsen",4,"verstijfde",55,13,-9.36038589477539,10,-1.00267662635725,-0.843587403241326,-0.763461114503246,0.645441597860453,1.52954963347063,-0.713901874399868,-0.713901874399868,-0.393408801846939,439,"verstijfde","VERB","low_lp"
"2234",2234,"de zilveren schaatsen",4,"vingers",56,13,-6.16433000564575,7,-0.236561831189435,-1.00267662635725,-0.843587403241326,-0.763461114503246,0.568070415811847,1.52954963347063,-0.713901874399868,-0.713901874399868,440,"vingers","NOUN","med_lp"
"2235",2235,"de zilveren schaatsen",4,"doen",57,13,-9.53479480743408,4,-1.04448354495696,-0.236561831189435,-1.00267662635725,-0.843587403241326,-0.393408801846939,0.568070415811847,1.52954963347063,-0.713901874399868,441,"doen","VERB","low_lp"
"2236",2236,"de zilveren schaatsen",4,"kon.",58,13,-8.22587847709656,4,-0.730728028440812,-1.04448354495696,-0.236561831189435,-1.00267662635725,-0.393408801846939,-0.393408801846939,0.568070415811847,1.52954963347063,442,"kon","AUX","low_lp"
"2237",2237,"de zilveren schaatsen",4,"'Kijk,",0,14,-7.71554780006409,6,-0.608398539950842,-0.730728028440812,-1.04448354495696,-0.236561831189435,0.247577343258918,-0.393408801846939,-0.393408801846939,0.568070415811847,443,"kijk","VERB","low_lp"
"2238",2238,"de zilveren schaatsen",4,"nu",1,14,-6.63706064224243,2,-0.349878352360923,-0.608398539950842,-0.730728028440812,-1.04448354495696,-1.0343949469528,0.247577343258918,-0.393408801846939,-0.393408801846939,444,"nu","ADV","med_lp"
"2239",2239,"de zilveren schaatsen",4,"zal",2,14,-5.16774940490723,3,0.00232483703179141,-0.349878352360923,-0.608398539950842,-0.730728028440812,-0.713901874399868,-1.0343949469528,0.247577343258918,-0.393408801846939,445,"zal","AUX","med_lp"
"2240",2240,"de zilveren schaatsen",4,"het",3,14,-2.47979378700256,3,0.646644786077491,0.00232483703179141,-0.349878352360923,-0.608398539950842,-0.713901874399868,-0.713901874399868,-1.0343949469528,0.247577343258918,446,"het","DET","med_lp"
"2241",2241,"de zilveren schaatsen",4,"je",4,14,-6.58335447311401,2,-0.337004644206754,0.646644786077491,0.00232483703179141,-0.349878352360923,-1.0343949469528,-0.713901874399868,-0.713901874399868,-1.0343949469528,447,"je","PRON","med_lp"
"2242",2242,"de zilveren schaatsen",4,"geen",5,14,-6.02975273132324,4,-0.204302808028264,-0.337004644206754,0.646644786077491,0.00232483703179141,-0.393408801846939,-1.0343949469528,-0.713901874399868,-0.713901874399868,448,"geen","DET","med_lp"
"2243",2243,"de zilveren schaatsen",4,"pijn",6,14,-4.16338539123535,4,0.243077238523024,-0.204302808028264,-0.337004644206754,0.646644786077491,-0.393408801846939,-0.393408801846939,-1.0343949469528,-0.713901874399868,449,"pijn","NOUN","med_lp"
"2244",2244,"de zilveren schaatsen",4,"meer",7,14,-3.65822100639343,4,0.364168334124809,0.243077238523024,-0.204302808028264,-0.337004644206754,-0.393408801846939,-0.393408801846939,-0.393408801846939,-1.0343949469528,450,"meer","PRON","med_lp"
"2245",2245,"de zilveren schaatsen",4,"doen,",8,14,-4.0598738193512,5,0.267889616479631,0.364168334124809,0.243077238523024,-0.204302808028264,-0.0729157292940105,-0.393408801846939,-0.393408801846939,-0.393408801846939,451,"doen","VERB","med_lp"
"2246",2246,"de zilveren schaatsen",4,"Griete,'",9,14,-3.1737752109766,8,0.480293052903348,0.267889616479631,0.364168334124809,0.243077238523024,0.888563488364776,-0.0729157292940105,-0.393408801846939,-0.393408801846939,452,"griete","ADJ","med_lp"
"2247",2247,"de zilveren schaatsen",4,"zei",10,14,-0.552585303783417,3,1.10860883914328,0.480293052903348,0.267889616479631,0.364168334124809,-0.713901874399868,0.888563488364776,-0.0729157292940105,-0.393408801846939,453,"zei","VERB","high_lp"
"2248",2248,"de zilveren schaatsen",4,"hij,",11,14,-2.32352656126022,4,0.684103027670894,1.10860883914328,0.480293052903348,0.267889616479631,-0.393408801846939,-0.713901874399868,0.888563488364776,-0.0729157292940105,454,"hij","PRON","high_lp"
"2249",2249,"de zilveren schaatsen",4,"'want",12,14,-3.69529390335083,5,0.355281726429556,0.684103027670894,1.10860883914328,0.480293052903348,-0.0729157292940105,-0.393408801846939,-0.713901874399868,0.888563488364776,455,"want","CCONJ","med_lp"
"2250",2250,"de zilveren schaatsen",4,"nu",13,14,-4.72903537750244,2,0.107487362000652,0.355281726429556,0.684103027670894,1.10860883914328,-1.0343949469528,-0.0729157292940105,-0.393408801846939,-0.713901874399868,456,"nu","ADV","med_lp"
"2251",2251,"de zilveren schaatsen",4,"zal",14,14,-2.69671726226807,3,0.594646858135942,0.107487362000652,0.355281726429556,0.684103027670894,-0.713901874399868,-1.0343949469528,-0.0729157292940105,-0.393408801846939,457,"zal","AUX","med_lp"
"2252",2252,"de zilveren schaatsen",4,"je",15,14,-1.16355049610138,2,0.962156621345922,0.594646858135942,0.107487362000652,0.355281726429556,-1.0343949469528,-0.713901874399868,-1.0343949469528,-0.0729157292940105,458,"je","PRON","high_lp"
"2253",2253,"de zilveren schaatsen",4,"wel",16,14,-4.35018062591553,3,0.198301240255265,0.962156621345922,0.594646858135942,0.107487362000652,-0.713901874399868,-1.0343949469528,-0.713901874399868,-1.0343949469528,459,"wel","ADV","med_lp"
"2254",2254,"de zilveren schaatsen",4,"enige",17,14,-10.619909286499,5,-1.30459234333246,0.198301240255265,0.962156621345922,0.594646858135942,-0.0729157292940105,-0.713901874399868,-1.0343949469528,-0.713901874399868,460,"enige","DET","low_lp"
"2255",2255,"de zilveren schaatsen",4,"drukking",18,14,-20.6535878181458,8,-3.70972849855334,-1.30459234333246,0.198301240255265,0.962156621345922,0.888563488364776,-0.0729157292940105,-0.713901874399868,-1.0343949469528,461,"drukking","ADV","low_lp"
"2256",2256,"de zilveren schaatsen",4,"kunnen",19,14,-5.66125869750977,6,-0.115972459301963,-3.70972849855334,-1.30459234333246,0.198301240255265,0.247577343258918,0.888563488364776,-0.0729157292940105,-0.713901874399868,462,"kunnen","AUX","med_lp"
"2257",2257,"de zilveren schaatsen",4,"verdragen.'",20,14,-3.67014980316162,11,0.361308926151455,-0.115972459301963,-3.70972849855334,-1.30459234333246,1.85004270602356,0.247577343258918,0.888563488364776,-0.0729157292940105,463,"verdragen","VERB","med_lp"
"2258",2258,"de zilveren schaatsen",4,"Griete",0,15,-3.02208016999066,6,0.516655312915192,0.361308926151455,-0.115972459301963,-3.70972849855334,0.247577343258918,1.85004270602356,0.247577343258918,0.888563488364776,464,"griete","ADJ","med_lp"
"2259",2259,"de zilveren schaatsen",4,"beet",1,15,-6.72570753097534,4,-0.371127571823844,0.516655312915192,0.361308926151455,-0.115972459301963,-0.393408801846939,0.247577343258918,1.85004270602356,0.247577343258918,465,"beet","VERB","low_lp"
"2260",2260,"de zilveren schaatsen",4,"zich",2,15,-4.44825458526611,4,0.174792292387765,-0.371127571823844,0.516655312915192,0.361308926151455,-0.393408801846939,-0.393408801846939,0.247577343258918,1.85004270602356,466,"zich","PRON","med_lp"
"2261",2261,"de zilveren schaatsen",4,"op",3,15,-1.59073567390442,2,0.85975763448702,0.174792292387765,-0.371127571823844,0.516655312915192,-1.0343949469528,-0.393408801846939,-0.393408801846939,0.247577343258918,467,"op","ADP","high_lp"
"2262",2262,"de zilveren schaatsen",4,"de",4,15,-1.54569911956787,2,0.870553181185049,0.85975763448702,0.174792292387765,-0.371127571823844,-1.0343949469528,-1.0343949469528,-0.393408801846939,-0.393408801846939,468,"de","DET","high_lp"
"2263",2263,"de zilveren schaatsen",4,"lippen,",5,15,-7.16204988956451,7,-0.475721592789047,0.870553181185049,0.85975763448702,0.174792292387765,0.568070415811847,-1.0343949469528,-1.0343949469528,-0.393408801846939,469,"lippen","NOUN","low_lp"
"2264",2264,"de zilveren schaatsen",4,"want",6,15,-3.21987652778625,4,0.469242275911395,-0.475721592789047,0.870553181185049,0.85975763448702,-0.393408801846939,0.568070415811847,-1.0343949469528,-1.0343949469528,470,"want","CCONJ","med_lp"
"2265",2265,"de zilveren schaatsen",4,"zij",7,15,-3.48780918121338,3,0.405017125594954,0.469242275911395,-0.475721592789047,0.870553181185049,-0.713901874399868,-0.393408801846939,0.568070415811847,-1.0343949469528,471,"zij","PRON","med_lp"
"2266",2266,"de zilveren schaatsen",4,"wilde",8,15,-4.20150804519653,5,0.233938997439676,0.405017125594954,0.469242275911395,-0.475721592789047,-0.0729157292940105,-0.713901874399868,-0.393408801846939,0.568070415811847,472,"wilde","VERB","med_lp"
"2267",2267,"de zilveren schaatsen",4,"zeggen:",9,15,-5.58273100852966,7,-0.0971488759714527,0.233938997439676,0.405017125594954,0.469242275911395,0.568070415811847,-0.0729157292940105,-0.713901874399868,-0.393408801846939,473,"zeggen","VERB","med_lp"
"2268",2268,"de zilveren schaatsen",4,"'Het",10,15,-3.71843987703323,4,0.349733490259168,-0.0971488759714527,0.233938997439676,0.405017125594954,-0.393408801846939,0.568070415811847,-0.0729157292940105,-0.713901874399868,474,"het","DET","med_lp"
"2269",2269,"de zilveren schaatsen",4,"doet",11,15,-5.15893030166626,4,0.00443883181392263,0.349733490259168,-0.0971488759714527,0.233938997439676,-0.393408801846939,-0.393408801846939,0.568070415811847,-0.0729157292940105,475,"doet","VERB","med_lp"
"2270",2270,"de zilveren schaatsen",4,"mij",12,15,-2.30339574813843,3,0.688928510799589,0.00443883181392263,0.349733490259168,-0.0971488759714527,-0.713901874399868,-0.393408801846939,-0.393408801846939,0.568070415811847,476,"mij","PRON","high_lp"
"2271",2271,"de zilveren schaatsen",4,"toch",13,15,-3.82752418518066,4,0.323585292201483,0.688928510799589,0.00443883181392263,0.349733490259168,-0.393408801846939,-0.713901874399868,-0.393408801846939,-0.393408801846939,477,"toch","ADV","med_lp"
"2272",2272,"de zilveren schaatsen",4,"nog",14,15,-4.20335960388184,3,0.233495167121263,0.323585292201483,0.688928510799589,0.00443883181392263,-0.713901874399868,-0.393408801846939,-0.713901874399868,-0.393408801846939,478,"nog","ADV","med_lp"
"2273",2273,"de zilveren schaatsen",4,"zeer',",15,15,-12.2692837715149,6,-1.69995783116411,0.233495167121263,0.323585292201483,0.688928510799589,0.247577343258918,-0.713901874399868,-0.393408801846939,-0.713901874399868,479,"zeer","ADV","low_lp"
"2274",2274,"de zilveren schaatsen",4,"maar",16,15,-1.50917196273804,4,0.879308971522736,-1.69995783116411,0.233495167121263,0.323585292201483,-0.393408801846939,0.247577343258918,-0.713901874399868,-0.393408801846939,480,"maar","CCONJ","high_lp"
"2275",2275,"de zilveren schaatsen",4,"zij",17,15,-3.99768161773682,3,0.282797480251003,0.879308971522736,-1.69995783116411,0.233495167121263,-0.713901874399868,-0.393408801846939,0.247577343258918,-0.713901874399868,481,"zij","PRON","med_lp"
"2276",2276,"de zilveren schaatsen",4,"zweeg",18,15,-4.26405239105225,5,0.218946722468161,0.282797480251003,0.879308971522736,-1.69995783116411,-0.0729157292940105,-0.713901874399868,-0.393408801846939,0.247577343258918,482,"zweeg","VERB","med_lp"
"2277",2277,"de zilveren schaatsen",4,"en",19,15,-1.49047422409058,2,0.883790937643141,0.218946722468161,0.282797480251003,0.879308971522736,-1.0343949469528,-0.0729157292940105,-0.713901874399868,-0.393408801846939,483,"en","CCONJ","high_lp"
"2278",2278,"de zilveren schaatsen",4,"liet",20,15,-3.48902487754822,4,0.404725715500494,0.883790937643141,0.218946722468161,0.282797480251003,-0.393408801846939,-1.0343949469528,-0.0729157292940105,-0.713901874399868,484,"liet","VERB","med_lp"
"2279",2279,"de zilveren schaatsen",4,"hem",21,15,-2.12358546257019,3,0.732030172621495,0.404725715500494,0.883790937643141,0.218946722468161,-0.713901874399868,-0.393408801846939,-1.0343949469528,-0.0729157292940105,485,"hem","PRON","high_lp"
"2280",2280,"de zilveren schaatsen",4,"begaan.",22,15,-4.41498857736588,7,0.182766364717106,0.732030172621495,0.404725715500494,0.883790937643141,0.568070415811847,-0.713901874399868,-0.393408801846939,-1.0343949469528,486,"begaan","VERB","med_lp"
"2281",2281,"de zilveren schaatsen",4,"Enige",0,16,-8.27956962585449,5,-0.743598136117248,0.182766364717106,0.732030172621495,0.404725715500494,-0.0729157292940105,0.568070415811847,-0.713901874399868,-0.393408801846939,487,"enige","DET","low_lp"
"2282",2282,"de zilveren schaatsen",4,"ogenblikken",1,16,-2.88851618766785,11,0.548671443580198,-0.743598136117248,0.182766364717106,0.732030172621495,1.85004270602356,-0.0729157292940105,0.568070415811847,-0.713901874399868,488,"ogenblikken","NOUN","med_lp"
"2283",2283,"de zilveren schaatsen",4,"later",2,16,-0.179061874747276,5,1.1981447656894,0.548671443580198,-0.743598136117248,0.182766364717106,-0.0729157292940105,1.85004270602356,-0.0729157292940105,0.568070415811847,489,"later","ADJ","high_lp"
"2284",2284,"de zilveren schaatsen",4,"reden",3,16,-7.4059534072876,5,-0.534186807417074,1.1981447656894,0.548671443580198,-0.743598136117248,-0.0729157292940105,-0.0729157292940105,1.85004270602356,-0.0729157292940105,490,"reden","NOUN","low_lp"
"2285",2285,"de zilveren schaatsen",4,"zij",4,16,-2.23769092559814,3,0.704678372006083,-0.534186807417074,1.1981447656894,0.548671443580198,-0.713901874399868,-0.0729157292940105,-0.0729157292940105,1.85004270602356,491,"zij","PRON","high_lp"
